location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Multipurpose Room,Intercom,Maintenance Staff,Car Parking,Rain Water Harvesting,Vaastu Compliant,Indoor Games,Golf Course,Cafeteria,ATM,Hospital,School,Shopping Mall,Staff Quarter
Residential Flat Near Chandani Chowk,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,southeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:- Both commercial $ Residential plot
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,northwest,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,north,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,0,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,north,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,1.0,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,1.0
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400001,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:- Both commercial $ Residential plot
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,northeast,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,east,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,west,0,0,0,0,0,0,1,1,1,0,1,0,,,,,,,,,1.0,,1.0,,,,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,south,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,south,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:- Both commercial $ Residential plot
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,south,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"future casa
rate 14lakhhh per guntha

120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
