location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Multipurpose Room,Intercom,Maintenance Staff,Car Parking,Rain Water Harvesting,Vaastu Compliant,Indoor Games,Golf Course,Cafeteria,ATM,Hospital,School,Shopping Mall,Staff Quarter
kesnand,1200,750000,INR,1,1,0,"ready to move in project 
In gated community society Nagar road touch 
Near all residential area near Fasico India Ltd company 
 More About This Property 1200 Square feet Plot for sale in Kesnand, Pune. This land has a dimension of 30.0 mt length 40.0 mt width. Price. This is a corner plot. The plot is East facing. There are 4 open sides for this plot. The width of the facing road is 50.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 5. The most popular landmarks near this plot are Dyanankur English Medium School, Hotel Nisarg, and HD English Medium School",1,east,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Manjari Budruk,1100,500000,INR,1,1,0,"A plot is available for sale in Manjari Budruk, Pune. It has an area of 1100 sqft and is priced at Rs. 5.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sanaswadi,2150,1200000,INR,1,1,0,"A plot is available at a prime location in Sanaswadi. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,6.4,,,,,,,,,,,,,,,,
Shewalewadi,1012,650000,INR,1,1,0,A plot is available at a prime location in Shewalewadi. It has an area of 1012 sqft. The property is available at a price of Rs. 6.50 lac . Its entry is east facing. The site is in close proximity to various civic utilities. Kindly call us for details. ,1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Kamshet,1800,1800000,INR,0,1,0,"This plot is situated in Kamshet. It has an area of 1800 sqft and is priced at Rs. 18.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,,,,,,,,,
Bhegade Aali,2500,500000,INR,1,1,0,"A plot property is available for sale in Bhegade Aali, Pune. Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,north,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Nigdi,3000,500000,INR,1,1,0,"This plot is available for sale and is located in the heart of Nigdi. It has a salable area of 3000 sqft and is available at a price of Rs. 166 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Kondhwa Budruk,3000,799999,INR,1,1,0,"A plot property is available for sale in Kondhwa Budruk, Pune. It has an area of 3000 sqft and is priced at Rs. 8.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Moshi,1000,265000,INR,1,1,0,"?	KEY POINTS TO BUY
o	Lowest Rate in entire Vicinity (with all amenities) 
o	Best Investment Opportunity
o	Kurkumbh MIDC 
o	Excellent Connectivity with Pune-Sholapur Highway, Airport & Railway Station.

?	CONNECTIVITY
o	Pune-Solapur Highway :- 1 Min 
o	New Airport :-30 Mins
o	Patas Railway Station :- 10 Mins
o	Delhi Bangalore Highway Touch 
o	Hospital :- 2 Mins 
o	Convent School :- 2 Mins

?	AMENITIES
o	Vishwa Reality garnishes with all modern Amenities like
o	Main Gate
o	Internal Road
o	Street Light
o	Garden Area, Open Space, Gazebo
o	Kids play area
o	Road side plantation
o	Entire Project Fencing
o	Electricity Connection
o	Water Connection
o	Security cabin
 More About This Property 1000 Square feet Plot for sale in Pimpri Chinchwad, Pune. This land has a dimension of 33.0 mt length 36.0 mt width. Price. This is a corner plot. The plot is South-East facing. There are 1 open sides for this plot. The width of the facing road is 33.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2. The most popular landmarks near this plot are Priyadarshani High School, City Pride School, and Preeti English Medium School",1,southeast,0,0,0,0,0,0,0,1,1,0,0,0,7.9,,,,,,,,,,,,,,,,
Ranjangaon,1000,265000,INR,,1,0,"?	KEY POINTS TO BUY
o	Lowest Rate in entire Vicinity (with all amenities) 
o	Best Investment Opportunity
o	Kurkumbh MIDC 
o	Excellent Connectivity with Pune-Sholapur Highway, Airport & Railway Station.

?	CONNECTIVITY
o	Pune-Solapur Highway :- 1 Min 
o	New Airport :-30 Mins
o	Patas Railway Station :- 10 Mins
o	Delhi Bangalore Highway Touch 
o	Hospital :- 2 Mins 
o	Convent School :- 2 Mins

?	AMENITIES
o	Vishwa Reality garnishes with all modern Amenities like
o	Main Gate
o	Internal Road
o	Street Light
o	Garden Area, Open Space, Gazebo
o	Kids play area
o	Road side plantation
o	Entire Project Fencing
o	Electricity Connection
o	Water Connection
o	Security cabin
 More About This Property 1000 Square feet Plot for sale in Ranjangoan, Pune. This land has a dimension of 34.0 mt length 45.0 mt width. Price. This is a corner plot. The plot is North facing. There are 2 open sides for this plot. The width of the facing road is 32.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2. The most popular landmarks near this plot are Mahaganpati Group Of Schools, Rajmudra Garden Family Restaurant, and Hotel Sarpanch",1,north,0,3,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Dehu Road Cantonment,1000,265000,INR,1,1,0,"A plot is available at a prime location in Dehu Road Cantonment. It has an area of 1000 sqft and is priced at Rs. 2.65 lac . It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,north,0,3,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Magarpatta,1000,149999,INR,1,1,0,"This plot is situated in Magarpatta. It has a salable area of 1000 sqft and is available at a price of Rs. 149 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,west,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wanwadi,1000,150000,INR,1,1,0,"A plot is available for sale in Wanwadi, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 1.50 lac . It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Keshav Nagar,1000,149999,INR,1,1,0,"This plot is situated in Keshav Nagar. It has an area of 1000 sqft and is priced at Rs. 1.50 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Katraj,1000,150000,INR,1,1,0,"This plot is situated in Katraj, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 150 per sqft. It is west facing property. It is well connected to the city areas. Please contact for more details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,8.4,,,,,,,,,,,,,,,,
Magarpatta,1000,175000,INR,1,1,0,"A plot is available for sale in Magarpatta, Pune. It has an area of 1000 sqft and is priced at Rs. 1.75 lac . It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,west,0,6,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Ranjangaon MIDC,1000,175000,INR,1,1,0,"A plot is available for sale in Ranjangaon MIDC, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 175 per sqft. It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,west,0,3,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Ambegaon Budruk,1000,300000,INR,1,1,0,"?	CONNECTIVITY
Pune-Solapur Highway :- 1 Min 
New Purandar Airport :-30 Mins
Patas Railway Station :- 10 Mins
Hospital :- 2 Mins 
Convent School :- 2 Mins

?	AMENITIES
Vishwa Reality garnishes with all modern Amenities like
Main Gate
Internal Road
Street Light
Garden Area, Open Space, Gazebo
Kids play area
Road side plantation
Entire Project Fencing
Electricity Connection
Water Connection
Security cabin
 More About This Property 1000 Square feet Plot for sale in Ambegaon Budruk, Pune. This land has a dimension of 37.0 mt length 32.0 mt width. Price. This is a corner plot. The plot is South-East facing. There are 1 open sides for this plot. The width of the facing road is 30.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 4. The most popular landmarks near this plot are Soul spice Family Restaurant, lakhe Wood Family Restaurant, and Ranmala Agro Tourism",1,southeast,0,0,0,0,0,0,0,1,1,0,0,0,8.1,,,,,,,,,,,,,,,,
Vishrantwadi,2000,551000,INR,1,1,0,"It has an area of 2000 sqft and is priced at Rs. 5.51 lac . It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,8.9,,,,,,,,,,,,,,,,
Manjari Budruk,1000,265000,INR,1,1,0,"A plot property is available for sale in Manjari Budruk, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 265 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Mundhwa,1000,265000,INR,1,1,0,"A plot is available for sale in Mundhwa, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 2.65 lac . Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,8.6,,,,,,,,,,,,,,,,
Fursungi,1000,265000,INR,1,1,0,"This plot is situated in Fursungi, Pune. It has an area of 1000 sqft and is priced at Rs. 2.65 lac . It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,8.1,,,,,,,,,,,,,,,,
Pisoli,1000,265000,INR,1,1,0,"This plot is situated in Pisoli. It has an area of 1000 sqft. The property is available at a price of Rs. 2.65 lac . It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
