location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Gymnasium,Children's play area,Club House,Lift(s),Swimming Pool,Landscaped Gardens,Rain Water Harvesting,Maintenance Staff,Jogging Track,Sports Facility,Car Parking,24 X 7 Security,Full Power Backup,locality_score,project_score,builder_experience,Indoor Games,ATM,Intercom,School,Shopping Mall,Multipurpose Room,Vaastu Compliant,Cafeteria,Staff Quarter,Hospital,Golf Course
Lal Kuan,495,1830015,INR,1,1,0,"A plot property is available for sale in Sundaram Construction SHRI NATH JI HOMES, Lal Kuan, Ghaziabad. It has an area of 495 sqft. The property is available at a price of Rs. 18.30 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,1,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Chhapraula,720,800000,INR,1,1,0,"80 Square yard Plot for sale in Chhapraula, Ghaziabad. This land has a dimension of 24.0 mt length 3.0 mt width. Price. The name of the project is SHRI SAI HERITAGE. This is a corner plot. The plot is North-East facing. There are 2 open sides for this plot. The width of the facing road is 80.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 4. The most popular landmarks near this plot are Shiv Sudh Sakahari Dhaba, DEV children's School, Chaapraula., and DEV children's School",1,northeast,0,2,1,0,0,0,1,0,,,0,0,,0,0,,,2022.0,,,,,,,,,,,
Lal Kuan,540,900180,INR,0,1,0,"It has an area of 540 sqft. The property is available at a price of Rs. 9.00 lac . It has sewage treatment plant as well as 24x7 water supply. The project also has aggregate area of recreational open space, storm water drains, car parking, water conservation, rain water harvesting, street lighting, gated community and recreation facilities. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,450,750150,INR,0,1,0,"This plot is available for sale and is located in Shri Krishna Promoters And Developers Gagan Enclave Phase 1, one of the most prestigious projects of Lal Kuan. It has an area of 450 sqft. The property is available at a price of Rs. 7.50 lac . The amenities include 24x7 water supply, street lighting, car parking, storm water drains, gated community, recreation facilities, water conservation, rain water harvesting, aggregate area of recreational open space and sewage treatment plant. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,495,825165,INR,0,1,0,"This plot is available for sale and is located in Shri Krishna Promoters And Developers Gagan Enclave Phase 1, one of the most prestigious projects of Lal Kuan. It has an area of 495 sqft and is priced at Rs. 8.25 lac . The amenities include storm water drains, recreation facilities, water conservation, rain water harvesting, gated community, car parking, street lighting, sewage treatment plant, aggregate area of recreational open space and 24x7 water supply. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,,,0,0,1.0,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,450,625000,INR,1,1,0,"This plot is situated in Lal Kuan. It has a salable area of 450 sqft and is available at a price of Rs. 1,388 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,315,630000,INR,1,1,0,"A plot is available for sale in Lal Kuan, Ghaziabad. It has an area of 315 sqft. The property is available at a price of Rs. 6.30 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Lal Kuan,360,720000,INR,1,1,0,"This plot is situated in Lal Kuan, Ghaziabad. It has a salable area of 360 sqft and is available at a price of Rs. 2,000 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,7.4,,,,,,,,,,,,,
Siddhartha Vihar,900,3500000,INR,1,1,0,"A plot is available at a prime location in Siddhartha Vihar. It has an area of 900 sqft. The property is available at a price of Rs. 35.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,3,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,540,1260000,INR,1,1,0,"This plot is available for sale and is located in Aarvanss Infrastructure Mansarovar Park, one of the most prestigious projects of Lal Kuan. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,4,1,1,0,0,0,0,,,0,0,,1,1,7.4,7.8,123.0,,,,,,,,,,,
Lal Kuan,540,1150000,INR,1,1,0,"A plot is available at a prime location in Aarvanss Infrastructure Mansarovar Park. It has a salable area of 540 sqft and is available at a price of Rs. 2,129 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,4,1,1,0,0,0,0,,,0,0,,1,1,7.4,7.8,123.0,,,,,,,,,,,
Lal Kuan,730,1950000,INR,1,1,0,"This plot is situated in Aarvanss Infrastructure Mansarovar Park, Lal Kuan, Ghaziabad. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,4,1,1,0,0,0,0,,,0,0,,1,1,7.4,7.8,123.0,,,,,,,,,,,
Lal Kuan,540,1260000,INR,1,1,0,"This plot is available for sale and is located in Aarvanss Infrastructure Mansarovar Park, one of the most prestigious projects of Lal Kuan. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,4,1,1,0,0,0,0,,,0,0,,1,1,7.4,7.8,123.0,,,,,,,,,,,
Lal Kuan,540,1150000,INR,1,1,0,"A plot is available at a prime location in Aarvanss Infrastructure Mansarovar Park. It has a salable area of 540 sqft and is available at a price of Rs. 2,129 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,4,1,1,0,0,0,0,,,0,0,,1,1,7.4,7.8,123.0,,,,,,,,,,,
Govindpuram,1350,4500000,INR,1,0,0,"A plot is available at a prime location in Govindpuram. It has an area of 1350 sqft. The property is available at a price of Rs. 45.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,1,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Shastri Nagar,1350,7500000,INR,1,0,0,"A plot is available at a prime location in Shastri Nagar. It has a salable area of 1350 sqft and is available at a price of Rs. 5,555 per sqft. It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,west,0,0,1,0,0,0,0,0,,,0,0,,0,0,7.9,,,,,,,,,,,,,
Rajendra Nagar,520,3200000,INR,1,0,0,"It has an area of 520 sqft. The property is available at a price of Rs. 32.00 lac . It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,north,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,900,2500000,INR,1,0,0,"This plot is situated in Hindan Residential Area. It has an area of 900 sqft and is priced at Rs. 25.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,3,1,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Nehru Nagar,2052,18000000,INR,1,0,0,"A plot property is available for sale in Nehru Nagar, Ghaziabad. It has a salable area of 2052 sqft and is available at a price of Rs. 8,771 per sqft. It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,northwest,0,0,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,1.0,,,,
Rajendra Nagar,700,5500000,INR,1,0,0,"Best property in town with best surroundings. Walking distance to metro and upcoming domestic airport. More About This Property 700 Square feet Plot for sale in Rajendra Nagar, Ghaziabad. This land has a dimension of 35.0 mt length 20.0 mt width. Price. The plot is East facing. There are 1 open sides for this plot. The width of the facing road is 15.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are Laxmi Fast Food, Fortune Blue Restaurant, and Rahul Sweet Restaurant",1,east,0,0,1,0,0,0,1,0,,,0,0,,0,0,,,,,,,,,,,,,,
Rajendra Nagar,695,6500000,INR,1,0,0,"A plot is available for sale in Rajendra Nagar, Ghaziabad. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1,0,0,0,1,0,,,0,0,,0,0,,,,,,,,,,,,,,
Patel Nagar,3195,40000000,INR,1,0,0,"This plot is situated in Patel Nagar, Ghaziabad. It has an area of 3195 sqft. The property is available at a price of Rs. 4.00 cr . It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,west,0,0,1,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Ansals Chiranjiv Vihar,1800,6000000,INR,1,0,0,"A plot property is available for sale in Ansals Chiranjiv Vihar, Ghaziabad. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,4,1,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
DLF Ankur Vihar,900,4400000,INR,1,1,0,"This plot is situated in DLF Ankur Vihar. It has an area of 900 sqft and is priced at Rs. 44.00 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1365,8500000,INR,1,0,0,"A plot property is available for sale in Govindpuram, Ghaziabad. It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,north,0,0,1,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
