,location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Jogging Track,Landscaped Gardens,Sports Facility,Gymnasium,locality_score,project_score,builder_experience,Indoor Games,Rain Water Harvesting,Intercom,Maintenance Staff,Vaastu Compliant,Car Parking,Shopping Mall,Multipurpose Room,ATM,Staff Quarter,Hospital,School,Cafeteria,Golf Course
1373,ahmamau,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1374,Sultanpur Lucknow Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Lucknow Road. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1375,Gomti Nagar,1000.0,500000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar. It has an area of 1000 sqft. The property is available at a price of Rs. 5.00 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1376,Gomti Nagar Vistar,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Gomti Nagar Vistar, Lucknow. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1377,Sahid Path,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Sahid Path, Lucknow. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1378,Gosainganj,1000.0,500000.0,INR,,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 5.00 lac (negotiable). The plot provides an excellent view as it overlooks the pool. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1379,ahmamau,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in ahmamau. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1380,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a corner property. The property is available on freehold. It is situated in the proximity of all the important facilities. Please contact for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1381,Chowk,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Chowk. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1382,Chinhat,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Chinhat. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1383,Gosainganj,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Gosainganj. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1384,Munshi Pulia,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Munshi Pulia, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1385,ahmamau,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of ahmamau. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the road. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1386,Gomti Nagar Extension,1000.0,1000000.0,INR,,1.0,1.0,"A plot property is available for sale in Shipra Acer, Gomti Nagar Extension, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,000 per sqft. Its entry is east facing. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,east,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,8.0,35.0,,,,,1.0,1.0,,,,,,,,
1387,amar shaheed path lucknow,1000.0,1150000.0,INR,1.0,1.0,1.0,"This plot is situated in amar shaheed path lucknow, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1388,Sultanpur Lucknow Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Sultanpur Lucknow Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1389,Telibagh,1000.0,419000.0,INR,1.0,1.0,1.0,This plot is available for sale and is located in the heart of Telibagh. It is east facing property. The property is available on freehold. It is situated in the proximity of all the important facilities. Contact us for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1390,Telibagh,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Telibagh, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1391,ahmamau,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in ahmamau. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1392,ahmamau,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1393,Gosainganj,1000.0,419000.0,INR,,1.0,1.0,"This plot is situated in Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6.3,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1394,Telibagh,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Telibagh, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1395,Telibagh,1000.0,419000.0,INR,1.0,1.0,1.0,"It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1396,Polytechnic Chauraha,1000.0,419000.0,INR,1.0,1.0,1.0,This plot is available for sale and is located in the heart of Polytechnic Chauraha. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The site is in close proximity to various civic utilities. Contact us for more details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1397,Hazratganj,1000.0,419000.0,INR,1.0,1.0,1.0,"Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1398,Kamta,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Kamta, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1399,Kamta,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Kamta, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1400,Sultanpur Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Sultanpur Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1401,Telibagh,1000.0,419000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Telibagh. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1402,Gosainganj,1000.0,1150000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.3,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1403,Gomti Nagar Extension,1000.0,419000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar Extension. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1404,amar shaheed path lucknow,1000.0,1150000.0,INR,1.0,1.0,1.0,"This plot is situated in amar shaheed path lucknow, Lucknow. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1405,Arjunganj,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Arjunganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1406,Gomti Nagar Extension,1000.0,419000.0,INR,,1.0,1.0,"A plot is available for sale in Gomti Nagar Extension, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1407,ahmamau,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1408,Gomti Nagar,1000.0,419000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,8.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1409,Sultanpur Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Sultanpur Road, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1410,Ekana Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Ekana Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac (negotiable). The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1411,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1412,Gomti Nagar Extension,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Gomti Nagar Extension. It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0
1413,Gomti Nagar Extension,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Gomti Nagar Extension. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
1414,Kamta,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Kamta, Lucknow. One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1415,Gomti Nagar Extension,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Gomti Nagar Extension, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1416,Arjunganj,1000.0,699000.0,INR,1.0,1.0,1.0,"It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1417,amar shaheed path lucknow,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in amar shaheed path lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1418,Ekana Road,1000.0,1150000.0,INR,1.0,1.0,1.0,"This plot is situated in Ekana Road. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1419,Kamta,1000.0,1150000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Kamta. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1420,gossaiganj sultanpur road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in gossaiganj sultanpur road, Lucknow. The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1421,Arjunganj,1000.0,419000.0,INR,1.0,1.0,1.0,"This plot is situated in Arjunganj. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1422,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in ahmamau. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1423,Sahid Path,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sahid Path, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is a corner property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
