location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Swimming Pool,Sports Facility,Lift(s),Club House,Full Power Backup,Gymnasium,Rain Water Harvesting,Maintenance Staff,Jogging Track,Car Parking,Vaastu Compliant,Children's play area,24 X 7 Security,Landscaped Gardens,locality_score,project_score,builder_experience,School,ATM,Shopping Mall,Multipurpose Room,Intercom,Staff Quarter,Hospital,Indoor Games,Cafeteria,Golf Course
Sultanpur Lucknow Road,1000,699000,INR,1,1,1,"This plot is situated in Sultanpur Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details.",1,east,0,1,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Arjunganj,1000,699000,INR,1,1,1,"This plot is situated in Arjunganj. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
khargapur,800,479200,INR,1,1,1,"This plot is situated in khargapur. It has an area of 800 sqft. The property is available at a price of Rs. 4.79 lac (negotiable). It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Gomti Nagar Extension,1000,1150000,INR,1,1,1,"This plot is situated in Gomti Nagar Extension, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,1,0,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gomti Nagar Extension,1000,1150000,INR,1,1,1,"A plot is available for sale in Gomti Nagar Extension, Lucknow. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,1,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
New Jail Road,1000,699000,INR,1,1,1,"It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ahmamau,1000,1150000,INR,1,1,1,"A plot property is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,1,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
New Jail Road,1000,699000,INR,1,1,1,"A plot property is available for sale in New Jail Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ekana Road,1000,699000,INR,1,1,1,"A plot is available at a prime location in Ekana Road. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,1000,699000,INR,1,1,1,"This plot is situated in Arjunganj. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,1000,699000,INR,1,1,1,This plot is available for sale and is located in the heart of Arjunganj. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. Contact us for more details. ,1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,1000,699000,INR,1,1,1,This plot is situated in Arjunganj. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Sushant Golf City,1000,699000,INR,1,1,1,"This plot is available for sale and is located in the heart of Sushant Golf City. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Gosainganj,1000,699000,INR,1,1,1,"A plot property is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Lucknow Kanpur Highway,1000,419000,INR,1,1,1,"This plot is available for sale and is located in the heart of Lucknow Kanpur Highway. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Lucknow Kanpur Highway,1000,419000,INR,1,1,1,"A plot is available at a prime location in Lucknow Kanpur Highway. The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Lucknow Sultanpur Road,1000,419000,INR,1,1,1,"It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Kamta Chinhut,1000,419000,INR,1,1,1,"A plot property is available for sale in Kamta Chinhut, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the pool. The property is available on freehold. It is situated in the proximity of all the important facilities. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Kamta Chinhut,1000,419000,INR,1,1,1,"A plot property is available for sale in Kamta Chinhut, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Kamta Chinhut,1000,419000,INR,1,1,1,"A plot property is available for sale in Kamta Chinhut, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Kamta,1000,419000,INR,1,1,1,"It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,1000,419000,INR,1,1,1,"A plot is available for sale in Arjunganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,1,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
ahmamau,1000,419000,INR,1,1,1,"A plot property is available for sale in ahmamau, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it overlooks the road. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
sultanpur road near shaheed pa,1000,419000,INR,1,1,1,"A plot is available for sale in sultanpur road near shaheed pa, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it is a corner property. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
sultanpur road near shaheed pa,1000,419000,INR,1,1,1,"It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Sultanpur Road,1000,419000,INR,1,1,0,"This plot is available for sale and is located in the heart of Sultanpur Road. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac . It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Lucknow Sultanpur Road,1000,419000,INR,1,1,1,"A plot property is available for sale in Lucknow Sultanpur Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Sahid Path,40,10000,INR,,1,1,"It has a salable area of 40 sqft and is available at a price of Rs. 250 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,699000,INR,1,1,1,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). The plot provides an excellent view as it is a corner property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,6.3,,,1.0,1.0,1.0,,,1.0,1.0,,,
Sultanpur Road,2000,998000,INR,1,1,1,"This plot is situated in Sultanpur Road. It has an area of 2000 sqft and is priced at Rs. 9.98 lac (negotiable). The plot provides an excellent view as it is a corner property. The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,3,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ahmamau,1000,699000,INR,1,1,1,"A plot is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Sultanpur Road,1800,898200,INR,1,1,1,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 1800 sqft. The property is available at a price of Rs. 8.98 lac (negotiable). The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,3,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sultanpur Road,1500,748500,INR,1,1,1,"A plot property is available for sale in Sultanpur Road, Lucknow. It has an area of 1500 sqft. The property is available at a price of Rs. 7.49 lac (negotiable). It is a garden facing property. The property is in a complex owned by a co-operative society. It is well connected to the city areas. Please contact for more details. ",1,east,0,4,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ansal API,800,2240000,INR,1,1,1,"A plot property is available for sale in Ansal API, Lucknow. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,3,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kamta,1000,1150000,INR,1,1,1,"This plot is available for sale and is located in the heart of Kamta. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Arjunganj,1000,419000,INR,,1,1,"A plot is available at a prime location in Arjunganj. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Gomti Nagar Vistar,1000,419000,INR,1,1,1,"This plot is situated in Gomti Nagar Vistar, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,0,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sahid Path,1000,1150000,INR,1,1,1,"This plot is situated in Sahid Path. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
amar shaheed path lucknow,1000,419000,INR,,1,1,"A plot is available at a prime location in amar shaheed path lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Gomti Nagar Extension,1000,419000,INR,1,1,1,"This plot is situated in Gomti Nagar Extension. The plot provides an excellent view as it overlooks the road. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,1,0,0,0,1,1,,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,1150000,INR,1,1,1,"This plot is available for sale and is located in the heart of Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,,1.0,,,1.0,,,,
Sahid Path,1000,419000,INR,,1,1,"It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Gomti Nagar Extension,1000,419000,INR,1,1,1,"A plot is available for sale in Gomti Nagar Extension, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Ekana Road,1000,1150000,INR,1,1,1,"A plot is available at a prime location in Ekana Road. It has an area of 1000 sqft and is priced at Rs. 11.50 lac (negotiable). The property is available on freehold. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,1,0,,,0,1.0,,0,1,0,,,,,,,,,,,,,
Omaxe Residency 1,1000,419000,INR,,1,1,"A plot is available at a prime location in Omaxe Residency 1. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Gomti Nagar Extension,1000,419000,INR,1,1,1,"A plot is available at a prime location in Gomti Nagar Extension. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). One of the major USPs of the property is that it is a corner property. The property is available on freehold. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,1,0,0,0,1,1,,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,
ahmamau,1000,419000,INR,,1,1,"A plot is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Sultanpur Road,1000,999000,INR,1,1,1,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,1,1,0,0,0,1,1,,,0,1.0,,0,1,1,,,,,,,,,,,,,
Sahid Path,1000,699000,INR,1,1,1,"A plot property is available for sale in Sahid Path, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Sahid Path,1000,419000,INR,,1,1,"It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,0,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sahid Path,1000,1150000,INR,1,1,1,"A plot property is available for sale in Sahid Path, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,150 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
ahmamau,1000,419000,INR,,1,1,"A plot is available for sale in ahmamau, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is facing east direction. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Kamta,1000,1150000,INR,1,1,1,"A plot is available for sale in Kamta, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Arjunganj,1000,419000,INR,1,1,1,"This plot is situated in Arjunganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Chinhat,1000,419000,INR,1,1,1,"This plot is situated in Chinhat, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Munshi Pulia,1000,419000,INR,1,1,0,This plot is situated in Munshi Pulia. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The property is available on freehold. The site is in close proximity to various civic utilities. Kindly call us for details. ,1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Gosainganj,1000,419000,INR,1,1,1,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the garden. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Arjunganj,1000,419000,INR,1,1,1,"A plot is available for sale in Arjunganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,1.0,1,1,1,,,,1.0,,1.0,,,1.0,,,,
Chinhat,1000,419000,INR,1,1,1,"It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Gosainganj,1000,419000,INR,1,1,1,"This plot is situated in Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Gomti Nagar Extension,1000,1150000,INR,1,1,1,"It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
